Anzahl_Slots,Max_Domains,Max_Events,Mean_Cosine_Prev_Pseudonym,Avg_Utility_ThirdParty,Total_Resets,Total_Segments,kNN_Accuracy_k1,kNN_Accuracy_k3,kNN_Accuracy_k5,kNN_Accuracy_k10,kNN_Accuracy_k20,Utility_Score,Privacy_Score_k1,Privacy_Score_k3,Privacy_Score_k5,Privacy_Score_k10,Privacy_Score_k20,Privacy_Score_Avg,Pareto_Member,Chord_Distance,Plateau_Member
5,45,450,0.7768754495128026,110.02479528899336,1526298,1526298,0.0292623065744697,0.0600184236630068,0.0876879875358547,0.1294616123456887,0.2181002661341363,0.5786903585218407,0.5406546720120422,0.5223204504425611,0.4776485291799381,0.46626802715111487,0.37472984370330337,0.476324304497792,False,-1.0,False
10,5,450,0.716936147993101,27.016448713662747,6215866,6215866,0.0489394398141787,0.0846110582177929,0.1083448388366158,0.150483939003833,0.21700049518442,0.0022036044840482542,0.4283749029434755,0.4623262318276904,0.4863111376733413,0.4998594069175485,0.5095276673970379,0.47727986935181876,False,-1.0,False
10,10,450,0.7367474463526116,29.437039100298893,5704739,5704739,0.0475027867182004,0.0825759075042697,0.1052610820582677,0.1462347357170941,0.2130767069273458,0.052158354135093885,0.40282544255041375,0.43482072448515857,0.46126653342046736,0.47624339457829623,0.4795799034767643,0.45094719970222,False,-1.0,False
10,15,450,0.7393414549773825,44.15471498977712,3803232,3803232,0.0491747545245727,0.0907875196674828,0.1199282610158938,0.1717115863560256,0.2424238121681769,0.24910261458581628,0.3764780624412726,0.3653581339361299,0.3686943363006225,0.35246090710474504,0.3739283615584492,0.3673839602682439,False,-1.0,False
10,20,450,0.7378506328632369,61.14926730756696,2746241,2746241,0.0554328625929042,0.0994016912572494,0.1323838658005615,0.1841316912827388,0.2661987786213955,0.3757055436174067,0.30234872912159444,0.3016993641720774,0.2981564205905987,0.2981406956714412,0.29619109925310966,0.29930726176176425,False,-1.0,False
10,30,450,0.7441611916707919,83.2875186730388,2016276,2016276,0.041204180380067,0.0787714578758066,0.1142303930612674,0.1630500983000343,0.2507082363724014,0.48335239578193095,0.4645057226511069,0.44816580594343375,0.3919154246533264,0.3820778010689488,0.3351670448756241,0.404366359838488,False,-1.0,False
10,45,50,0.7433202793243058,103.28776850537442,1625852,1625852,0.0283408329909487,0.0580852377707196,0.0850495617067236,0.1257359218428245,0.2114718928906198,0.5567843906471021,0.6254147017544808,0.6107031303379814,0.566645701423796,0.5569052942735955,0.47067637710649224,0.5660690409792692,False,-1.0,False
10,45,100,0.7482269667136761,104.88957685180038,1601023,1601023,0.0271838693135576,0.0564239239536221,0.0831830648279256,0.1235453831706352,0.2093074240657379,0.562095389925047,0.6289939506664524,0.6128809075551174,0.5669764267745652,0.556332688284594,0.467322344033211,0.566501263462788,False,-1.0,False
10,45,150,0.7496422357198858,105.29437232422995,1594868,1594868,0.0269075559858245,0.0560265802561716,0.0827328656666257,0.1229167554932445,0.2086298050998578,0.5634269546560732,0.6293165497530252,0.6128732908654637,0.5665494440212302,0.5561526729778549,0.46653652303766424,0.5662856961310476,False,-1.0,False
10,45,200,0.7502416893863052,105.436309937522,1592721,1592721,0.0267535871003144,0.0557655735059687,0.0824777220869191,0.1226398094832679,0.2083189711192355,0.5638928641696549,0.6299099122677423,0.6135902510039591,0.5667504847463188,0.5561259539312831,0.46628483158543765,0.5665322867069482,False,-1.0,False
10,45,300,0.7506236629849172,105.54094166328336,1591142,1591142,0.0266512982499362,0.0556028311740875,0.0822579003005388,0.1223837972977898,0.2080141181616725,0.5642359899416457,0.6303396881829211,0.6140193519796089,0.5672177473386465,0.5564776832309974,0.4664882617072318,0.5669085464878811,False,-1.0,False
10,45,450,0.750784805959741,105.58872110672512,1590422,1590422,0.0266231226680717,0.0555229995560926,0.0821649851423081,0.1222920709094818,0.2078618127767347,0.5643925841042822,0.630335789844205,0.6142871930991959,0.5674159321030156,0.5565506052297763,0.46665481467477715,0.567048866990194,False,-1.0,False
15,5,450,0.6896766779178143,26.989471686232207,6222079,6222079,0.0488383384396115,0.0844041035158827,0.1081223816026765,0.150226957902656,0.2167135775678836,0.0016011341996232608,0.4892251657371092,0.5235339634285882,0.5472291862791049,0.5606507995335919,0.5701051666339094,0.5381488563224608,False,-1.0,False
15,10,450,0.7112753793878483,29.38058767954931,5715700,5715700,0.0472997183197158,0.082170162884686,0.1047992371887957,0.1456892419126266,0.2124278741011599,0.05107825864832589,0.4610286745321736,0.49366476202989057,0.5196949421472534,0.5344643622809511,0.5374824061169521,0.5092670294214441,False,-1.0,False
15,15,450,0.7153638164559042,43.98064183265524,3818285,3818285,0.0487912767119269,0.0901006603750113,0.1191228522753016,0.170727433913393,0.2412470520141896,0.2474316702539035,0.43364485492594174,0.42311856770355577,0.42589089145698034,0.40944808702267194,0.43036199828536986,0.42449287987890394,False,-1.0,False
15,20,450,0.7167031385185577,60.663647283006256,2768225,2768225,0.0546682440914304,0.0982499616180043,0.1309705677826043,0.1824559058602534,0.2641353213701921,0.37281554792537436,0.35804095530811225,0.35688327609883097,0.35276680251453724,0.35214647462006327,0.34945772550999515,0.3538590468103078,False,-1.0,False
